date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,activeAddresses,medianTxValue(USD)
2014-10-06,,5,,,,100.0,6,,
2014-10-07,,2,,,,0.0,4,,
2014-10-08,,1,,,,0.0,2,,
2014-10-09,,2,,,,0.0,4,,
2014-10-10,,3,,,,0.0,4,,
2014-10-11,,1,,,,0.0,2,,
2014-10-12,,1,,,,0.0,2,,
2014-10-13,,2,,,,0.0,4,,
2014-10-14,,0,,,,0.0,0,,
2014-10-15,,0,,,,0.0,0,,
2014-10-16,,0,,,,0.0,0,,
2014-10-17,,0,,,,0.0,0,,
2014-10-18,,0,,,,0.0,0,,
2014-10-19,,0,,,,0.0,0,,
2014-10-20,,0,,,,0.0,0,,
2014-10-21,,10,,,,0.0,6,,
2014-10-22,,1,,,,0.0,2,,
2014-10-23,,0,,,,0.0,0,,
2014-10-24,,0,,,,0.0,0,,
2014-10-25,,0,,,,0.0,0,,
2014-10-26,,0,,,,0.0,0,,
2014-10-27,,0,,,,0.0,0,,
2014-10-28,,2,,,,0.0,3,,
2014-10-29,,0,,,,0.0,0,,
2014-10-30,,0,,,,0.0,0,,
2014-10-31,,1,,,,0.0,2,,
2014-11-01,,0,,,,0.0,0,,
2014-11-02,,0,,,,0.0,0,,
2014-11-03,,0,,,,0.0,0,,
2014-11-04,,1,,,,0.0,2,,
2014-11-05,,0,,,,0.0,0,,
2014-11-06,,0,,,,0.0,0,,
2014-11-07,,0,,,,0.0,0,,
2014-11-08,,0,,,,0.0,0,,
2014-11-09,,0,,,,0.0,0,,
2014-11-10,,0,,,,0.0,0,,
2014-11-11,,0,,,,0.0,0,,
2014-11-12,,0,,,,0.0,0,,
2014-11-13,,1,,,,0.0,2,,
2014-11-14,,16,,,,0.0,8,,
2014-11-15,,2,,,,0.0,3,,
2014-11-16,,2,,,,0.0,3,,
2014-11-17,,0,,,,0.0,0,,
2014-11-18,,2,,,,0.0,3,,
2014-11-19,,0,,,,0.0,0,,
2014-11-20,,1,,,,0.0,2,,
2014-11-21,,4,,,,0.0,5,,
2014-11-22,,1,,,,0.0,2,,
2014-11-23,,0,,,,0.0,0,,
2014-11-24,,1,,,,0.0,2,,
2014-11-25,,2,,,,0.0,3,,
2014-11-26,,4,,,,0.0,4,,
2014-11-27,,1,,,,0.0,2,,
2014-11-28,,0,,,,0.0,0,,
2014-11-29,,0,,,,0.0,0,,
2014-11-30,,0,,,,0.0,0,,
2014-12-01,,0,,,,0.0,0,,
2014-12-02,,0,,,,0.0,0,,
2014-12-03,,0,,,,0.0,0,,
2014-12-04,,7,,,,0.0,3,,
2014-12-05,,7,,,,0.0,3,,
2014-12-06,,6,,,,0.0,4,,
2014-12-07,,2,,,,0.0,2,,
2014-12-08,,6,,,,0.0,4,,
2014-12-09,,5,,,,0.0,4,,
2014-12-10,,1,,,,0.0,2,,
2014-12-11,,0,,,,0.0,0,,
2014-12-12,,1,,,,0.0,2,,
2014-12-13,,0,,,,0.0,0,,
2014-12-14,,0,,,,0.0,0,,
2014-12-15,,1,,,,0.0,2,,
2014-12-16,,8,,,,0.0,6,,
2014-12-17,,26,,,,0.0,18,,
2014-12-18,,1,,,,0.0,2,,
2014-12-19,,10,,,,0.0,11,,
2014-12-20,,5,,,,0.0,6,,
2014-12-21,,12,,,,0.0,7,,
2014-12-22,,7,,,,0.0,6,,
2014-12-23,,0,,,,0.0,0,,
2014-12-24,,1,,,,0.0,2,,
2014-12-25,,0,,,,0.0,0,,
2014-12-26,,0,,,,0.0,0,,
2014-12-27,,0,,,,0.0,0,,
2014-12-28,,0,,,,0.0,0,,
2014-12-29,,0,,,,0.0,0,,
2014-12-30,,0,,,,0.0,0,,
2014-12-31,,0,,,,0.0,0,,
2015-01-01,,0,,,,0.0,0,,
2015-01-02,,0,,,,0.0,0,,
2015-01-03,,0,,,,0.0,0,,
2015-01-04,,0,,,,0.0,0,,
2015-01-05,,2,,,,0.0,3,,
2015-01-06,,7,,,,0.0,4,,
2015-01-07,,5,,,,1500.0,3,,
2015-01-08,,6,,,,0.0,5,,
2015-01-09,,3,,,,250000.0,3,,
2015-01-10,,0,,,,0.0,0,,
2015-01-11,,0,,,,0.0,0,,
2015-01-12,,2,,,,0.0,3,,
2015-01-13,,0,,,,0.0,0,,
2015-01-14,,0,,,,0.0,0,,
2015-01-15,,0,,,,0.0,0,,
2015-01-16,,3,,,,0.0,5,,
2015-01-17,,5,,,,0.0,4,,
2015-01-18,,0,,,,0.0,0,,
2015-01-19,,4,,,,0.0,2,,
2015-01-20,,13,,,,0.0,5,,
2015-01-21,,6,,,,0.0,7,,
2015-01-22,,16,,,,0.0,17,,
2015-01-23,,30,,,,0.0,19,,
2015-01-24,,1,,,,0.0,2,,
2015-01-25,,1,,,,0.0,2,,
2015-01-26,,3,,,,0.0,5,,
2015-01-27,,8,,,,0.0,8,,
2015-01-28,,7,,,,0.0,5,,
2015-01-29,,9,,,,0.0,7,,
2015-01-30,,3,,,,0.0,6,,
2015-01-31,,2,,,,0.0,3,,
2015-02-01,,0,,,,0.0,0,,
2015-02-02,,1,,,,0.0,2,,
2015-02-03,,4,,,,0.0,4,,
2015-02-04,,6,,,,0.0,6,,
2015-02-05,,12,,,,0.0,13,,
2015-02-06,,20,,,,0.0,15,,
2015-02-07,,0,,,,0.0,0,,
2015-02-08,,1,,,,0.0,2,,
2015-02-09,,3,,,,0.0,4,,
2015-02-10,,3,,,,0.0,5,,
2015-02-11,,2,,,,0.0,3,,
2015-02-12,,4,,,,0.0,5,,
2015-02-13,,0,,,,0.0,0,,
2015-02-14,,2,,,,0.0,2,,
2015-02-15,,0,,,,0.0,0,,
2015-02-16,,0,,,,0.0,0,,
2015-02-17,,2,,,,0.0,4,,
2015-02-18,,28,,,,0.0,17,,
2015-02-19,,6,,,,0.0,6,,
2015-02-20,,3,,,,0.0,5,,
2015-02-21,,6,,,,0.0,4,,
2015-02-22,,3,,,,0.0,3,,
2015-02-23,,3,,,,0.0,4,,
2015-02-24,,10,,,,0.0,10,,
2015-02-25,273.3269,3,304476.0,1.21,6.0,0.0,5,0.121,
2015-02-26,0.0,0,304542.0,1.21,6.0,0.0,0,,
2015-02-27,30.7351418083,11,274083.6,1.0890258,5.4,0.0,7,4.16510488924,
2015-02-28,1972.48644233,10,243625.2,0.9680516,4.8,0.0,10,4.66102127143,
2015-03-01,0.0,0,213166.8,0.8470774,4.2,0.0,0,,
2015-03-02,9416.68951367,6,182708.4,0.7261032,3.6,0.0,7,116.993165265,
2015-03-03,14987.666238,28,152250.0,0.605129,3.0,0.0,14,134.319133476,
2015-03-04,8463.45451465,12,177087.5,0.70384675,14551.5,0.0,11,3.5262722175,
2015-03-05,53.0612176494,9,201925.0,0.8025645,29100.0,0.0,10,3.27011606939,
2015-03-06,40.8226222348,7,226762.5,0.90128225,43648.5,0.0,7,3.71979374199,
2015-03-07,58153.9622412,8,251600.0,1.0,58197.0,0.0,7,5493.87478854,
2015-03-08,17.33126796,2,251600.0,1.0,31.0,0.0,2,8.66563398,
2015-03-09,15.42279432,5,251600.0,1.0,143.0,0.0,7,4.9,
2015-03-10,49939.9369121,23,251600.0,1.0,49997.0,0.0,13,0.01,
2015-03-11,4.04,5,251600.0,1.0,49.0,0.0,7,1.0,
2015-03-12,80423.8628428,14,251600.0,1.0,80418.0,0.0,12,5.0,
2015-03-13,550.98353905,8,251600.0,1.0,75.0,0.0,11,2.69008306,
2015-03-14,34209.7690479,16,251600.0,1.0,17705.0,0.0,14,979.62668647,
2015-03-15,15410.04,11,251600.0,1.0,15125.0,0.0,13,300.0,
2015-03-16,136.9193664,4,251600.0,1.0,49632.0,0.0,6,27.4596832,
2015-03-17,48.94365316,5,251600.0,1.0,4284.0,0.0,8,5.0,
2015-03-18,40.39855394,7,251600.0,1.0,202.0,0.0,6,4.22625954,
2015-03-19,5.40496237,4,251600.0,1.0,714.0,0.0,4,0.7,
2015-03-20,0.0,0,251600.0,1.0,133.0,0.0,0,,
2015-03-21,0.0,0,251600.0,1.0,206.0,0.0,0,,
2015-03-22,0.0,0,251600.0,1.0,67.0,0.0,0,,
2015-03-23,15.3562564,5,251600.0,1.0,66.0,0.0,8,2.0,
2015-03-24,1037.73851748,28,251600.0,1.0,1179.0,0.0,23,0.02,
2015-03-25,42.911,2,251600.0,1.0,92.0,0.0,4,21.4555,
2015-03-26,11.09767372,4,251600.0,1.0,2.0,0.0,5,2.0,
2015-03-27,6.11,2,251600.0,1.0,5.0,0.0,4,3.055,
2015-03-28,38.08825639,10,251600.0,1.0,17.0,0.0,11,4.9870437,
2015-03-29,22.11131667,8,251600.0,1.0,21.0,0.0,7,4.01915834,
2015-03-30,471.98104941,5,251600.0,1.0,495.0,0.0,6,10.0,
2015-03-31,2.14,5,251600.0,1.0,37.0,0.0,7,0.1,
2015-04-01,12850.0,2,251600.0,1.0,14.0,0.0,3,6425.0,
2015-04-02,7.78617304,9,251600.0,1.0,79970.0,0.0,7,0.01,
2015-04-03,20484.8023101,16,251600.0,1.0,8887.0,0.0,12,1414.25,
2015-04-04,194.1,3,251600.0,1.0,2018.0,0.0,6,50.1,
2015-04-05,750.0,1,251600.0,1.0,2887.0,0.0,2,750.0,
2015-04-06,504.33,7,251600.0,1.0,254.0,0.0,8,4.3,
2015-04-07,0.00201,3,251600.0,1.0,19179.0,0.0,4,0.001,
2015-04-08,922.67096536,8,251600.0,1.0,1024.0,0.0,9,3.98498268,
2015-04-09,80.03807513,14,251600.0,1.0,100949.0,0.0,10,3.8883706,
2015-04-10,4.311,6,251600.0,1.0,470.0,0.0,7,0.095,
2015-04-11,2.62349022,3,251600.0,1.0,2869.0,0.0,4,1.0,
2015-04-12,1.01,1,251600.0,1.0,1971.0,0.0,2,1.01,
2015-04-13,13.77549731,11,251600.0,1.0,46026.0,0.0,9,0.66673171,
2015-04-14,48.36146355,19,251600.0,1.0,50324.0,0.0,6,0.10878832,
2015-04-15,1313.14688638,15,251600.0,1.0,40700.0,0.0,15,2.0,
2015-04-16,1357.16429818,41,251600.0,1.0,46909.0,0.0,24,1.0,
2015-04-17,87.11450781,24,251600.0,1.0,50.0,0.0,16,2.52630581,
2015-04-18,6.3,10,251600.0,1.0,49.0,0.0,13,0.45,
2015-04-19,18.2236608,82,251600.0,1.0,22.0,0.0,15,0.1,
2015-04-20,73.05369017,16,251600.0,1.0,38.0,0.0,16,1.0,
2015-04-21,21.66978593,7,251600.0,1.0,85933.0,0.0,9,3.34271317,
2015-04-22,12189.2020196,11,251600.0,1.0,40306.0,0.0,11,5.0,
2015-04-23,1563.47209562,8,251600.0,1.0,21632.0,0.0,7,200.0,
2015-04-24,12185.077878,16,251600.0,1.0,20262.0,0.0,16,111.36446951,
2015-04-25,256.01,7,251600.0,1.0,26.0,0.0,10,20.5,
2015-04-26,0.0,0,251600.0,1.0,555.0,0.0,0,,
2015-04-27,20343.6501203,22,251600.0,1.0,17806.0,0.0,18,44.25,
2015-04-28,25413.34542,22,251600.0,1.0,42628.0,0.0,15,341.25,
2015-04-29,32.98885957,9,251600.0,1.0,12.0,0.0,6,3.75,
2015-04-30,235.49634778,10,251600.0,1.0,613.0,0.0,10,0.7428691,
2015-05-01,2.971476,2,251600.0,1.0,48.0,0.0,3,1.485738,
2015-05-02,1.0,1,251600.0,1.0,4.0,0.0,2,1.0,
2015-05-03,1425.07115287,5,251600.0,1.0,1518.0,0.0,5,0.02382106,
2015-05-04,11.15806422,7,251600.0,1.0,83171.0,0.0,6,0.01,
2015-05-05,54.09873936,5,251600.0,1.0,21.0,0.0,6,18.0,
2015-05-06,12.47787934,7,251600.0,1.0,10.0,0.0,8,1.0,
2015-05-07,121.34541401,4,251600.0,1.0,120.0,0.0,5,7.47087237,
2015-05-08,1287.89731824,9,251600.0,1.0,546.0,0.0,12,100.0,
2015-05-09,124.0809992,11,251600.0,1.0,171.0,0.0,14,3.0,
2015-05-10,4934.04734278,15,251600.0,1.0,2466.0,0.0,14,50.0,
2015-05-11,1115.8,8,251600.0,1.0,584.0,0.0,8,128.7,
2015-05-12,2.0,4,251600.0,1.0,5.0,0.0,4,0.5,
2015-05-13,1689.10663768,11,251600.0,1.0,0.0,0.0,15,10.0,
2015-05-14,4827.24005542,16,251600.0,1.0,2185.0,0.0,15,95.0,
2015-05-15,122.59669702,13,251600.0,1.0,92.0,0.0,15,4.0,
2015-05-16,179.6,2,251600.0,1.0,297.0,0.0,4,89.8,
2015-05-17,632.69734968,11,251600.0,1.0,683.0,0.0,4,0.02299791,
2015-05-18,215175.082665,9,251600.0,1.0,31.0,200000.0,8,600.0,
2015-05-19,33698.9595547,49,451600.0,1.0,25359.0,0.0,37,100.0,
2015-05-20,655.36123235,15,451600.0,1.0,21979.0,0.0,12,2.290734,
2015-05-21,47934.0747465,24,451600.0,1.0,53849.0,0.0,17,75.39861799,
2015-05-22,1614.05500372,4,451600.0,1.0,20209.0,0.0,4,150.0,
2015-05-23,547202.854366,14,451600.0,1.0,30.0,0.0,12,713.64594341,
2015-05-24,5349.0468958,9,451600.0,1.0,5382.0,0.0,8,1.0,
2015-05-25,413215.014069,23,451600.0,1.0,2846.0,0.0,17,2.5,
2015-05-26,2944.71180858,15,451600.0,1.0,1244.0,0.0,11,4.46014889,
2015-05-27,125053.040215,4,451600.0,1.0,28002.0,0.0,5,12500.0,
2015-05-28,25793.0634316,29,451600.0,1.0,70612.0,0.0,22,3.5457942,
2015-05-29,50207.3762118,27,451600.0,1.0,16640.0,0.0,18,23.59205833,
2015-05-30,21722.8025243,40,451600.0,1.0,12448.0,0.0,24,21.57220222,
2015-05-31,2740.05609603,19,451600.0,1.0,2522.0,0.0,13,3.43962596,
2015-06-01,7651.38160256,16,451600.0,1.0,40887.0,0.0,12,10.51860917,
2015-06-02,27109.6682883,47,451600.0,1.0,75456.0,0.0,25,120.0,
2015-06-03,16328.271394,8,451600.0,1.0,24994.0,0.0,9,28.82095675,
2015-06-04,3116.97128363,15,451600.0,1.0,152.0,0.0,15,6.23910014,
2015-06-05,8.99112683,5,451600.0,1.0,22.0,0.0,6,0.21,
2015-06-06,0.0,0,451600.0,1.0,30.0,0.0,0,,
2015-06-07,1894.34154699,15,451600.0,1.0,1547.0,0.0,11,0.02226656,
2015-06-08,1241.53267724,6,451600.0,1.0,126.0,0.0,5,55.0,
2015-06-09,1393.57334859,7,451600.0,1.0,323.0,0.0,6,196.72,
2015-06-10,66849.6826405,16,451600.0,1.0,45551.0,0.0,12,22.0151167,
2015-06-11,158.02815632,5,451600.0,1.0,50162.0,0.0,7,10.0,
2015-06-12,12052.3398691,7,451600.0,1.0,41981.0,0.0,8,45.91013088,
2015-06-13,1576.93992273,3,451600.0,1.0,1636.0,0.0,4,228.14992273,
2015-06-14,1342.96663257,7,451600.0,1.0,1349.0,0.0,5,100.0,
2015-06-15,19675.8234153,14,451600.0,1.0,262077.0,0.0,15,17.78222778,
2015-06-16,25482.86,24,451600.0,1.0,204282.0,0.0,21,100.5,
2015-06-17,10826.4666017,23,451600.0,1.0,7822.0,0.0,13,64.68,
2015-06-18,3150.0838484,17,451600.0,1.0,33804.0,0.0,14,53.6069242,
2015-06-19,7145.25356494,19,451600.0,1.0,10983.0,0.0,15,34.86873625,
2015-06-20,2060.0,5,451600.0,1.0,2424.0,0.0,5,50.0,
2015-06-21,170.56648904,3,451600.0,1.0,371.0,0.0,3,24.44648904,
2015-06-22,123.1650886,1,451600.0,1.0,404.0,0.0,2,123.1650886,
2015-06-23,44.06,10,451600.0,1.0,19973.0,0.0,10,4.0,
2015-06-24,501252.132313,27,451600.0,1.0,633456.0,0.0,15,81.7,
2015-06-25,61155.0,27,451600.0,1.0,63845.0,0.0,14,200.71,
2015-06-26,4462.46747797,22,451600.0,1.0,3129.0,0.0,12,99.6477867,
2015-06-27,52.60057692,7,451600.0,1.0,668536.0,0.0,8,9.1633455,
2015-06-28,351.0403396,4,451600.0,1.0,409.0,0.0,5,12.4601698,
2015-06-29,410.38261028,7,451600.0,1.0,3121.0,0.0,9,21.0,
2015-06-30,1827.39996118,12,451600.0,1.0,472575.0,0.0,11,21.91,
2015-07-01,41483.2085124,19,451600.0,1.0,110325.0,0.0,19,1050.0,
2015-07-02,5150.63042119,13,451600.0,1.0,1436.0,0.0,12,32.81,
2015-07-03,5009.81575215,2,451600.0,1.0,14061.0,0.0,4,2504.90787608,
2015-07-04,74.87668128,15,451600.0,1.0,100.0,0.0,5,0.02520793,
2015-07-05,7239.97624663,14,451600.0,1.0,8107.0,0.0,12,12.40869845,
2015-07-06,2456.58175709,10,451600.0,1.0,652389.0,0.0,9,8.95210246,
2015-07-07,12750.0029377,7,451600.0,1.0,34946.0,0.0,10,650.0,
2015-07-08,7677.47095677,13,451600.0,1.0,1633.0,0.0,13,21.25,
2015-07-09,5807.52,12,451600.0,1.0,516.0,0.0,15,10.535,
2015-07-10,21.26404214,13,451600.0,1.0,1065.0,0.0,10,0.02668959,
2015-07-11,2093.75932966,9,451600.0,1.0,1622.0,0.0,8,62.31,
2015-07-12,505.0,2,451600.0,1.0,3187.0,0.0,4,252.5,
2015-07-13,4548.08802123,12,451600.0,1.0,242557.0,0.0,8,3.46891244,
2015-07-14,64228.3121715,30,451600.0,1.0,31442.0,0.0,25,111.645,
2015-07-15,1624.50038337,5,451600.0,1.0,1132.0,0.0,5,14.50038337,
2015-07-16,89819.3824456,25,451600.0,1.0,33532.0,0.0,22,500.0,
2015-07-17,61993.900939,32,451600.0,1.0,665897.0,0.0,17,1720.1404695,
2015-07-18,5008.03389824,11,451600.0,1.0,50532.0,0.0,11,3.49194892,
2015-07-19,2200.0,2,451600.0,1.0,2709.0,0.0,4,1100.0,
2015-07-20,178.75368742,7,451600.0,1.0,659.0,0.0,9,1.0,
2015-07-21,6689.30511132,6,451600.0,1.0,5796.0,0.0,10,282.70127783,
2015-07-22,582.7130853,11,451600.0,1.0,507.0,0.0,10,21.07,
2015-07-23,14842.5,10,451600.0,1.0,4234.0,0.0,9,124.75,
2015-07-24,38882.246814,29,451600.0,1.0,32140.0,0.0,24,71.96,
2015-07-25,296.5926073,9,451600.0,1.0,521.0,0.0,12,5.79831014,
2015-07-26,296.78350178,9,451600.0,1.0,25.0,0.0,9,10.0,
2015-07-27,12660.7502116,27,451600.0,1.0,2251.0,0.0,21,50.29723597,
2015-07-28,3342.07405759,14,451600.0,1.0,50303.0,0.0,13,5.80885994,
2015-07-29,402092.516827,9,451600.0,1.0,404935.0,0.0,11,6752.98233177,
2015-07-30,624.49,3,451600.0,1.0,28285.0,0.0,6,24.89,
2015-07-31,8212.13,2,451600.0,1.0,110.0,0.0,2,4106.065,
2015-08-01,220.2,3,451600.0,1.0,1766.0,0.0,5,20.0,
2015-08-02,4341.74882125,7,451600.0,1.0,4443.0,0.0,10,100.0,
2015-08-03,1467.40651786,12,451600.0,1.0,258279.0,0.0,9,35.5,
2015-08-04,3695.0,2,451600.0,1.0,4182.0,0.0,4,1847.5,
2015-08-05,12331.845946,18,451600.0,1.0,11013.0,0.0,18,75.555,
2015-08-06,18246.5169873,23,451600.0,1.0,15979.0,0.0,20,2.26470581,
2015-08-07,280003.050926,19,451600.0,1.0,189055.0,0.0,17,2295.0,
2015-08-08,129.57999527,7,451600.0,1.0,2229.0,0.0,8,0.02069264,
2015-08-09,73300.2434854,24,451600.0,1.0,657.0,0.0,19,20.385,
2015-08-10,82941.8415345,19,451600.0,1.0,152265.0,0.0,16,550.0,
2015-08-11,16846.6257984,21,451600.0,1.0,526.0,0.0,15,24.23,
2015-08-12,6963.13703003,25,451600.0,1.0,1602.0,0.0,10,49.52,
2015-08-13,83.92,3,451600.0,1.0,1521.0,0.0,4,39.69,
2015-08-14,4926.84802349,14,451600.0,1.0,2346.0,0.0,16,8.0,
2015-08-15,745.66196302,18,451600.0,1.0,4232.0,0.0,19,0.85442117,
2015-08-16,383.43565099,18,451600.0,1.0,1644.0,0.0,14,20.5,
2015-08-17,43131.992426,15,451600.0,1.0,20942.0,0.0,11,50.5,
2015-08-18,36109.8272245,38,451600.0,1.0,65246.0,0.0,23,13.0,
2015-08-19,242771.852213,77,451600.0,1.0,157207.0,0.0,35,139.02,
2015-08-20,4916.43176272,13,451600.0,1.0,2841.0,0.0,12,4.45,
2015-08-21,4900.50011909,7,451600.0,1.0,5957.0,0.0,8,750.0,
2015-08-22,100.66008612,5,451600.0,1.0,1296.0,0.0,5,20.42,
2015-08-23,34.4532417,5,451600.0,1.0,2275.0,0.0,7,9.88566804,
2015-08-24,1584.19560388,6,451600.0,1.0,73637.0,0.0,5,18.66855099,
2015-08-25,417127.859961,30,451600.0,1.0,433444.0,0.0,15,118.71925125,
2015-08-26,129150.536206,7,451600.0,1.0,1643.0,0.0,7,19.21,
2015-08-27,1639.14886143,5,451600.0,1.0,2446.0,0.0,7,19.04,
2015-08-28,6739.10763104,14,451600.0,1.0,6213.0,0.0,12,18.52,
2015-08-29,2193.73840345,11,451600.0,1.0,1207.0,0.0,12,134.26467628,
2015-08-30,470.36783037,40,451600.0,1.0,3319.0,0.0,38,0.02624441,
2015-08-31,9924.71468132,47,451600.0,1.0,7022.0,0.0,38,1.6487089,
2015-09-01,4283.10029186,16,451600.0,1.0,6136.0,0.0,13,70.03,
2015-09-02,518.41108768,22,451600.0,1.0,1710.0,0.0,16,0.01,
2015-09-03,696.37409195,26,451600.0,1.0,890.0,0.0,17,0.015,
2015-09-04,170.42249636,17,451600.0,1.0,672.0,0.0,15,0.5,
2015-09-05,14015.120549,51,451600.0,1.0,13467.0,0.0,23,125.0,
2015-09-06,23227.9451621,35,451600.0,1.0,17951.0,0.0,11,500.0,
2015-09-07,19324.152435,29,451600.0,1.0,22316.0,0.0,21,31.3,
2015-09-08,3063.07346697,24,451600.0,1.0,2963.0,0.0,21,1.5,
2015-09-09,100827.537933,632,451600.0,1.0,106307.0,0.0,46,1e-06,
2015-09-10,10001.0211301,209,451600.0,1.0,9265.0,0.0,13,1e-07,
2015-09-11,53204.0459257,18,451600.0,1.0,29213.0,0.0,14,13.0,
2015-09-12,6718.0,9,451600.0,1.0,4331.0,0.0,7,599.5,
2015-09-13,118.8643733,6,451600.0,1.0,696.0,0.0,7,10.217427,
2015-09-14,16374.1468106,63,451600.0,1.0,228.0,0.0,36,0.02,
2015-09-15,71785.5469816,32,451600.0,1.0,71982.0,0.0,16,0.02,
2015-09-16,130657.478,27,451600.0,1.0,52821.0,0.0,24,4.1,
2015-09-17,77955.4106331,29,451600.0,1.0,28268.0,0.0,18,1850.0,
2015-09-18,23159.621813,19,451600.0,1.0,15624.0,0.0,18,23.08084979,
2015-09-19,1052.10449109,7,451600.0,1.0,821.0,0.0,8,20.0,
2015-09-20,39.0,2,451600.0,1.0,112.0,0.0,3,19.5,
2015-09-21,10061.975552,13,451600.0,1.0,9470.0,0.0,12,3.97198751,
2015-09-22,21791.6345849,39,451600.0,1.0,19998.0,0.0,25,0.02,
2015-09-23,1011.8118147,33,451600.0,1.0,5751.0,0.0,18,0.02,
2015-09-24,102264.123302,19,451600.0,1.0,103489.0,0.0,13,100.0,
2015-09-25,216.40428471,31,451600.0,1.0,608.0,0.0,17,0.1,
2015-09-26,3758.85574606,7,451600.0,1.0,528.0,0.0,8,123.72014132,
2015-09-27,0.05626672,4,451600.0,1.0,1998.0,0.0,4,0.0165254,
2015-09-28,406418.81,18,451600.0,1.0,394927.0,0.0,10,18245.0,
2015-09-29,413900.481283,36,451600.0,1.0,419071.0,0.0,19,63.75,
2015-09-30,143549.778016,21,451600.0,1.0,142982.0,0.0,16,5.0,
2015-10-01,179093.846995,10,451600.0,1.0,178994.0,0.0,9,1027.5,
2015-10-02,13070.7614769,12,451600.0,1.0,14619.0,0.0,10,99.5,
2015-10-03,369769.314487,18,451600.0,1.0,368077.0,0.0,11,850.0,
2015-10-04,70572.6356964,10,451600.0,1.0,3459.0,0.0,9,36.755,
2015-10-05,19430.5784376,18,451600.0,1.0,17654.0,0.0,15,82.5,
2015-10-06,52627.2567832,36,451600.0,1.0,55914.0,0.0,22,34.85,
2015-10-07,9019.85182841,31,451600.0,1.0,8055.0,0.0,19,53.13351521,
2015-10-08,2744.74648162,43,451600.0,1.0,5197.0,0.0,24,25.65,
2015-10-09,57565.8276601,18,451600.0,1.0,1830.0,0.0,16,42.85,
2015-10-10,128339.369962,10,451600.0,1.0,117.0,0.0,8,97.4888866,
2015-10-11,23476.9334374,7,451600.0,1.0,47946.0,0.0,5,125.0,
2015-10-12,57078.5845962,77,451600.0,1.0,25978.0,0.0,42,0.02,
2015-10-13,137401.971551,45,451600.0,1.0,122426.0,0.0,27,397.14,
2015-10-14,10672.8240832,20,451600.0,1.0,10378.0,0.0,18,147.35,
2015-10-15,105036.331315,86,451600.0,1.0,98815.0,0.0,45,30.69,
2015-10-16,49129.2357113,46,451600.0,1.0,37796.0,0.0,24,359.9541,
2015-10-17,4255.82779623,25,451600.0,1.0,3697.0,0.0,18,72.368,
2015-10-18,4454.45923198,31,451600.0,1.0,3108.0,0.0,16,153.5,
2015-10-19,3949.4,8,451600.0,1.0,6589.0,0.0,6,124.2,
2015-10-20,40811.1782535,37,451600.0,1.0,30335.0,0.0,36,75.0,
2015-10-21,22586.9974602,24,451600.0,1.0,42472.0,0.0,16,132.46,
2015-10-22,136362.26753,41,451600.0,1.0,76061.0,0.0,23,200.0,
2015-10-23,181614.083504,44,451600.0,1.0,115132.0,0.0,27,1073.5,
2015-10-24,106246.732132,44,451600.0,1.0,73679.0,0.0,26,62.271,
2015-10-25,162936.691425,51,451600.0,1.0,191596.0,0.0,25,150.0,
2015-10-26,38583.8839631,37,451600.0,1.0,40692.0,0.0,18,52.9475738,
2015-10-27,57661.6307412,75,451600.0,1.0,51400.0,0.0,25,24.27970208,
2015-10-28,67468.0067972,68,451600.0,1.0,64488.0,0.0,21,125.0,
2015-10-29,223216.343506,67,451600.0,1.0,227491.0,0.0,21,32.02,
2015-10-30,230282.411311,86,451600.0,1.0,26909.0,0.0,25,112.5,
2015-10-31,35748.8202193,76,451600.0,1.0,26367.0,0.0,23,67.05,
2015-11-01,7350.79341565,47,451600.0,1.0,4506.0,0.0,20,11.2,
2015-11-02,291428.719093,131,451600.0,1.0,15845.0,0.0,33,100.0,
